position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
162,REGION_MNG,Region Mongolia,wave-specific,numeric,1000,145910,2.0,22.0,,1 = Arkhangai | 2 = Bayan-Olgii | 3 = Bayankhongor | 4 = Bulgan | 5 = Govi-Altai | 6 = Dornogovi | 7 = Dornod | 8 = Dundgovi | 9 = Zavkhan | 10 = Ovorkhangai | 11 = Omnogovi | 12 = Sukhbaatar | 13 = Selenge | 14 = Tov | 15 = Uvs | 16 = Khovd | 17 = Khovsgol | 18 = Khentii | 19 = Darkhan-Uul | 20 = Orkhon | 21 = Govisumber | 22 = Ulaanbaatar | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
163,REGION_MOZ,Region Mozambique,wave-specific,numeric,1000,145910,2.0,11.0,,1 = Cabo Delgado | 2 = Gaza | 3 = Inhambane | 4 = Manica | 5 = Maputo City | 6 = Nampula | 7 = Niassa | 8 = Sofala | 9 = Tete | 10 = Zambezia | 11 = Maputo Province,As supplied in the source file for this wave.
164,REGION_MRT,Region Mauritania,wave-specific,numeric,1000,145910,1.0,13.0,,1 = Adrar | 2 = Assaba | 3 = Brakna | 4 = Dakhlet Nouadhibou | 5 = Gorgol | 6 = Guidimagha | 7 = Hodh Ech Chargui | 8 = Hodh El Gharbi | 9 = Inchiri | 10 = Nouakchott | 11 = Tagant | 12 = Tiris Zemmour | 13 = Trarza,As supplied in the source file for this wave.
165,REGION_MUS,Region Mauritius,wave-specific,numeric,1000,145910,1.0,10.0,,1 = Black River | 2 = Flacq | 3 = Grand Port | 4 = Moka | 5 = Pamplemousses | 6 = Plain Wilhems | 7 = Port Louis | 8 = Riviere Du Rempart | 9 = Savannes | 10 = Rodrigues | 9998 = (DK) | 9999 = (Refused),As supplied in the source file for this wave.
166,REGION_MYS,Region Malaysia,wave-specific,numeric,1000,145910,1.0,15.0,,1 = Johor | 2 = Kedah | 3 = Kelantan | 4 = Pahang | 5 = Perak | 6 = Selangor | 7 = Terengganu | 8 = Negeri Sembilan | 9 = Perlis | 10 = Melaka | 11 = Pulau Pinang | 12 = Putrajaya | 13 = Kuala Lumpur | 14 = Sabah | 15 = Sarawak | 16 = Labuan | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
167,REGION_NAM,Region Namibia,wave-specific,numeric,1002,145908,1.0,14.0,,1 = Caprivi (Zambezi) Region | 2 = Erongo Region | 3 = Hardap Region | 4 = Karas Region | 5 = Kavango East Region | 6 = Kavango West Region | 7 = Khomas Region | 8 = Kunene Region | 9 = Ohangwena Region | 10 = Omaheke Region | 11 = Omusati Region | 12 = Oshana Region | 13 = Oshikoto Region | 14 = Otjozondjupa Region | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
168,REGION_NGA,Region Nigeria,wave-specific,numeric,1000,145910,1.0,37.0,,1 = Abia | 2 = Abuja | 3 = Adamawa | 4 = Akwa Ibom | 5 = Ananmbra | 6 = Bauchi | 7 = Bayelsa | 8 = Benue | 9 = Borno | 10 = Cross-River | 11 = Delta | 12 = Eboyin | 13 = Edo | 14 = Ekiti | 15 = Enugu | 16 = Gombe | 17 = Imo | 18 = Jigawa | 19 = Kaduna | 20 = Kano | 21 = Katsina | 22 = Kebbi | 23 = Kogi | 24 = Kwara | 25 = Lagos | 26 = Nassarawa | 27 = Niger | 28 = Ogun | 29 = Ondo | 30 = Osun | 31 = Oyo | 32 = Plateau | 33 = Rivers | 34 = Sokoto | 35 = Taraba | 36 = Yobe | 37 = Zamfara | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
169,REGION_NIC,Region Nicaragua,wave-specific,numeric,1000,145910,1.0,17.0,,1 = Boaco | 2 = Carazo (Jinotepe) | 3 = Chinandega | 4 = Chontales (Juigalpa) | 5 = Estelí | 6 = Granada | 7 = Jinotega | 8 = León | 9 = Madriz | 10 = Managua | 11 = Masaya | 12 = Matagalpa | 13 = Nueva Segovia (Ocotal) | 14 = Rivas | 15 = Rio San Juan (San Carlos) | 16 = RAAN | 17 = RAAS | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
170,REGION_NLD,Region Netherlands,wave-specific,numeric,1007,145903,17020.0,17031.0,,17020 = Groningen | 17021 = Friesland | 17022 = Drenthe | 17023 = Overijssel | 17024 = Gelderland | 17025 = Flevoland | 17026 = Utrecht | 17027 = Noord-Holland | 17028 = Zuid-Holland | 17029 = Zeeland | 17030 = Noord-Brabant | 17031 = Limburg | 99998 = (DK) | 99999 = (Refused),As supplied in the source file for this wave.
171,REGION_NZL,Region New Zealand,wave-specific,numeric,1000,145910,1.0,16.0,,1 = Northland | 2 = Auckland | 3 = Waikato | 4 = Bay of Plenty | 5 = East Cape | 6 = Hawkes Bay | 7 = Taranaki | 8 = Manawatu-Wanganui | 9 = Wellington | 10 = Tasman | 11 = Nelson | 12 = Marlborough | 13 = West Coast | 14 = Canterbury | 15 = Otago | 16 = Southland | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
172,REGION_PAK,Region Pakistan,wave-specific,numeric,1001,145909,1.0,8.0,,1 = Sindh | 2 = Punjab | 3 = NWFP (Khyber-Pakhtunkhwa) | 4 = Baluchistan | 5 = AJK (Azad Kashmir) | 6 = Federally Administered Tribal Areas (FATA) | 7 = Gilgit-Baltistan (Northern Areas) | 8 = Islamabad,As supplied in the source file for this wave.
173,REGION_PER,Region Peru,wave-specific,numeric,1000,145910,1.0,25.0,,1 = AMAZONAS | 2 = ANCASH | 3 = APURIMAC | 4 = AREQUIPA | 5 = AYACUCHO | 6 = CAJAMARCA | 7 = CUSCO | 8 = HUANCAVELICA | 9 = HUANUCO | 10 = ICA | 11 = JUNÍN | 12 = LA LIBERTAD | 13 = LAMBAYEQUE | 14 = LIMA | 15 = LORETO | 17 = MOQUEGUA | 18 = PASCO | 19 = PIURA | 20 = PUNO | 21 = SAN MARTÍN | 22 = TACNA | 23 = TUMBES | 24 = UCAYALI | 25 = MADRE DE DIOS | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
174,REGION_POL,Region Poland,wave-specific,numeric,1000,145910,1.0,16.0,,1 = Lodz Voivodeship | 2 = Masovian Voivodeship | 3 = Lesser Poland Voivodeship | 4 = Silesian Voivodeship | 5 = Lublin Voivodeship | 6 = Subcarpathian Voivodeship | 7 = Swietokrzyskie Voivodeship | 8 = Podlaskie Voivodeship | 9 = Greater Poland Voivodeship | 10 = West Pomeranian Voivodeship | 11 = Lubusz Voivodeship | 12 = Lower Silesian Voivodeship | 13 = Opole Voivodeship | 14 = Kuyavian-Pomeranian Voivodeship | 15 = Warmian-Masurian Voivodeship | 16 = Pomeranian Voivodeship | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
175,REGION_PRT,Region Portugal,wave-specific,numeric,1001,145909,1.0,20.0,,1 = Aveiro | 2 = Azores | 3 = Beja | 4 = Braga | 5 = Braganca | 6 = Castelo Branco | 7 = Coimbra | 8 = Evora | 9 = Faro | 10 = Guarda | 11 = Leiria | 12 = Lisboa | 13 = Madeira | 14 = Portalegre | 15 = Porto | 16 = Santarem | 17 = Setubal | 18 = Viana do Castelo | 19 = Vila Real | 20 = Viseu | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
176,REGION_PRY,Region Paraguay,wave-specific,numeric,1000,145910,0.0,16.0,,0 = Asunción (Distrito Capital) | 1 = Concepción | 2 = San Pedro | 3 = Cordillera | 4 = Guaira | 5 = Caaguazu | 6 = Caazapa | 7 = Itapua | 8 = Misiones | 9 = Paraguari | 10 = Alto Parana | 11 = Central | 12 = Neembucu | 13 = Amambay | 14 = Canindeyu | 15 = Pte. Hayes | 16 = Boqueron | 17 = Alto Paraguay | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
177,REGION_PSE,Region Palestine,wave-specific,numeric,1000,145910,1.0,16.0,,1 = Jenin | 2 = Tubas | 3 = Qalqilia | 4 = Tulkarem | 5 = Nablus | 6 = Salfit | 7 = Ramallah & al-Bireh | 8 = Jerusalem | 9 = Jericho | 10 = Bethlehem | 11 = Hebron | 12 = Gaza | 13 = Khan Younis | 14 = Rafah | 15 = Gaza North | 16 = Der al-Balah | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
178,REGION_ROU,Region Romania,wave-specific,numeric,1000,145910,11.0,82.0,,11 = Bacau | 12 = Botosani | 13 = Iasi | 14 = Neamt | 15 = Suceava | 16 = Vaslui | 21 = Braila | 22 = Buzau | 23 = Constanta | 24 = Galati | 25 = Tulcea | 26 = Vrancea | 31 = Arges | 32 = Calarasi | 33 = Dambovita | 34 = Giurgiu | 35 = Ialomita | 36 = Prahova | 37 = Teleorman | 41 = Dolj | 42 = Gorj | 43 = Mehedinti | 44 = Olt | 45 = Valcea | 51 = Arad | 52 = Caras-Severin | 53 = Hunedoara | 54 = Timis | 61 = Bihor | 62 = Bistrita-Nasaud | 63 = Cluj | 64 = Maramures | 65 = Satu Mare | 66 = Salaj | 71 = Alba | 72 = Brasov | 73 = Covasna | 74 = Harghita | 75 = Mures | 76 = Sibiu | 81 = Bucuresti | 82 = Ilfov | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
179,REGION_RUS,Region Russia,wave-specific,numeric,2024,144886,1.0,83.0,,1 = Altai krai | 2 = Republic of Altai | 3 = Amur oblast | 4 = Arkhangelsk oblast | 5 = Astrakhan oblast | 6 = Republic of Bashkortostan | 7 = Belgorod oblast | 8 = Bryansk oblast | 9 = Republic of Buryat | 10 = Republic of Chechnya | 11 = Chelyabinsk oblast | 12 = Chukotka Autonomous Okrug | 13 = Republic of Chuvash | 14 = Republic of Dagestan | 15 = Irkutsk oblast | 16 = Ivanovo oblast | 17 = Jewish Autonomous Area | 18 = Republic of Kabardino-Balkar | 19 = Kaliningrad oblast | 20 = Kaluga oblast | 21 = Kamchatka krai | 22 = Republic of Karachay-Cherkess | 23 = Kemerovo oblast | 24 = Khabarovsk krai | 25 = Khanty-Mansi Autonomous Okrug-Yugra | 26 = Kirov oblast | 27 = Republic of Komi | 28 = Kostroma oblast | 29 = Krasnodar krai | 30 = Krasnoyarsk krai | 31 = Kurgan oblast | 32 = Kursk oblast | 33 = Leningrad oblast | 34 = Lipetsk oblast | 35 = Magadan oblast | 36 = Moscow | 37 = Moscow oblast | 38 = Murmansk oblast | 39 = Nenets Autonomous Okrug | 40 = Nizhny Novgorod oblast | 41 = Novgorod oblast | 42 = Novosibirsk oblast | 43 = Omsk oblast | 44 = Orel oblast | 45 = Orenburg oblast | 46 = Penza oblast | 47 = Permskiy krai | 48 = Primorskiy krai | 49 = Pskov oblast | 50 = Republic of Adygea | 51 = Republic of Ingushetia | 52 = Republic of Kalmykiya | 53 = Republic of Karelia | 54 = Republic of Khakassia | 55 = Republic of Mariy El | 56 = Republic of Mordoviya | 57 = Republic of Saha (Yakutiya) | 58 = Republic of Severnaya Osetia-Alania | 59 = Republic of Tatarstan | 60 = Republic of Tyva | 61 = Rostov oblast | 62 = Ryazan oblast | 63 = Saint-Petersburg | 64 = Sakhalin oblast | 65 = Samara oblast | 66 = Saratov oblast | 67 = Smolensk oblast | 68 = Stavropolskiy krai | 69 = Sverdlovsk oblast | 70 = Tambov oblast | 71 = Tomsk oblast | 72 = Tula oblast | 73 = Tver oblast | 74 = Tyumen oblast | 75 = Udmurtskaya Republic | 76 = Ulyanovsk oblast | 77 = Vladimir oblast | 78 = Volgograd oblast | 79 = Vologda oblast | 80 = Voronezh oblast | 81 = Yamalo-Nenetskiy Autonomous Okrug | 82 = Yaroslavl oblast | 83 = Zabaykalsky krai | 84 = Republic of Crimea | 85 = Sevastopol | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
180,REGION_SAU,Region Saudi Arabia,wave-specific,numeric,1018,145892,1.0,13.0,,1 = Riyadh | 2 = Qassim | 3 = Mecca | 4 = Medina | 5 = Eastern Province | 6 = Asir | 7 = Tabuk | 8 = Hael | 9 = Najran | 10 = Al Baha | 11 = Jazan | 12 = N. Borders | 13 = Jouf | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
181,REGION_SEN,Region Senegal,wave-specific,numeric,1000,145910,1.0,17.0,,1 = Dakar | 2 = Diourbel | 3 = Fatick | 5 = Kaolack | 7 = Kolda | 8 = Louga | 9 = Matam | 10 = Saint-Louis | 12 = Tambacounda | 13 = Thies | 14 = Ziguinchor | 15 = Kaffrine | 16 = Kedougou | 17 = Sedhiou | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
182,REGION_SLV,Region El Salvador,wave-specific,numeric,1000,145910,1.0,14.0,,1 = Ahuachapan | 2 = Cabanas | 3 = Chalatenango | 4 = Cuscatlán | 5 = La Libertad | 6 = La Paz | 7 = La Unión | 8 = Morazán | 9 = San Miguel | 10 = San Salvador | 11 = San Vicente | 12 = Santa Ana | 13 = Sonsonate | 14 = Usulután | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
183,REGION_SOM,Region Somalia,wave-specific,numeric,1000,145910,1.0,18.0,,1 = Awdal | 2 = Bakool | 3 = Banaadir | 4 = Bari | 5 = Bay | 6 = Galguduud | 7 = Gedo | 8 = Hiiraan | 9 = Jubbada Dhexe | 10 = Jubbada Hoose | 11 = Mudug | 12 = Nugaal | 13 = Sanaag | 14 = Shabeellaha Dhexe | 15 = Shabeellaha Hoose | 16 = Sool | 17 = Togdheer | 18 = Woqooyi Galbeed,As supplied in the source file for this wave.
184,REGION_SRB,Region Serbia,wave-specific,numeric,1000,145910,1.0,25.0,,1 = Belgrade | 2 = Severno-backi district | 3 = Srednje-banatski district | 4 = Severno-banatski district | 5 = Juzno-banatski district | 6 = Zapadno-backi district | 7 = Juzno-backi district | 8 = Sremski district | 9 = Macvanski district | 10 = Kolubarski district | 11 = Podunavski district | 12 = Branicevski district | 13 = Sumadijski district | 14 = Pomoravski district | 15 = Borski district | 16 = Zajecarski district | 17 = Zlatiborski district | 18 = Moravicki district | 19 = Raski district | 20 = Rasinski district | 21 = Nisavski district | 22 = Toplicki district | 23 = Pirotski district | 24 = Jablanicki district | 25 = Pcinjski district | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
185,REGION_SVK,Region Slovakia,wave-specific,numeric,1001,145909,1.0,8.0,,1 = Bratislava | 2 = Trnava | 3 = Trencin | 4 = Nitra | 5 = Zilina | 6 = Banska Bystrica | 7 = Presov | 8 = Kosice | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
186,REGION_SVN,Region Slovenia,wave-specific,numeric,1001,145909,1.0,12.0,,1 = POMURSKA (Mura) | 2 = PODRAVSKA (Drava) | 3 = KOROSKA (Carinthia) | 4 = SAVINJSKA (Savinja) | 5 = ZASAVSKA (Central Sava) | 6 = POSAVSKA (Lower Sava) | 7 = GORENJSKA (Upper Carniola) | 8 = PRIMORSKO-NOTRANJSKA (Littoral-Inner Carniola) | 9 = GORISKA (Gorizia) | 10 = OBALNO-KRASKA (Coastal - Karst) | 11 = JUGOVZHODNA SLOVENIJA (Southeast Slovenia) | 12 = OSREDNJESLOVENSKA (Central Slovenia) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
187,REGION_SWE,Region Sweden,wave-specific,numeric,1005,145905,1.0,21.0,,1 = Blekinge | 2 = Dalarna | 3 = Gavleborg | 4 = Gotland | 5 = Halland | 6 = Jamtland | 7 = Jonkoping | 8 = Kalmar | 9 = Kronoberg | 10 = Norrbotten | 11 = Orebro | 12 = Ostergotland | 13 = Skane | 14 = Sodermanland | 15 = Stockholm | 16 = Uppsala | 17 = Varmland | 18 = Vasterbotten | 19 = Vasternorrland | 20 = Vastmanland | 21 = Vastra Gotaland | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
188,REGION_SWZ,Region Swaziland,wave-specific,numeric,1000,145910,1.0,4.0,,1 = HHOHHO | 2 = LUBOMBO | 3 = MANZINI | 4 = SHISELWENI,As supplied in the source file for this wave.
189,REGION_TCD,Region Chad,wave-specific,numeric,1000,145910,1.0,19.0,,1 = Batha | 2 = Borkou-Ennedi-Tibesti | 3 = Chari-Baguirmi | 4 = City of NDjamena | 5 = Guera | 6 = Hadjer-Lamis | 7 = Kanem | 8 = Lake | 9 = Logone-Eastern | 10 = Logone-Western | 11 = Mandoul | 12 = Mayo-Kebbi East | 13 = Mayo-Kebbi West | 14 = Moyen-Chari | 15 = Ouaddai | 16 = Salamat | 17 = Tandjile | 18 = Wadi Fira | 19 = Bahr el Gazel | 20 = Sila,As supplied in the source file for this wave.
190,REGION_THA,Region Thailand,wave-specific,numeric,1000,145910,1.0,75.0,,1 = Chiang Mai | 2 = Chiang Rai | 3 = Lampang | 4 = Lamphun | 5 = Mae Hong Son | 6 = Nan | 7 = Phayao | 8 = Phrae | 9 = Uttaradit | 10 = Kanchanburi | 11 = Phetchaburi | 12 = Prachuap Khiri Khan | 13 = Ratchaburi | 14 = Tak | 15 = Amnat Charoen | 16 = Buri Ram | 17 = Chaiyaphum | 18 = Kalasin | 19 = Khon Kaen | 20 = Loei | 21 = Maha Sarakham | 22 = Mukdahan | 23 = Nakhon Phanom | 24 = Nakhon Ratchasima | 25 = Nong Bua Lamphu | 26 = Nong Khai | 27 = Roi Et | 28 = Sakon Nakhon | 29 = Si Sa Ket | 30 = Surin | 31 = Ubon Ratchathani | 32 = Udon Thani | 33 = Yasothon | 34 = Ang Thong | 35 = Ayutthaya | 36 = Bangkok | 37 = Chai Nat | 38 = Kamphaeng Phet | 39 = Lop Buri | 40 = Nakhon Nayok | 41 = Nakon Pathom | 42 = Nakhon Sawan | 43 = Nonthaburi | 44 = Pathum Thani | 45 = Phetchabun | 46 = Phichit | 47 = Phitsanulok | 48 = Sukothai | 49 = Samut Prakan | 50 = Samut Sakhon | 51 = Samut Songkhram | 52 = Saraburi | 53 = Sing Buri | 54 = Suphan Buri | 55 = Uthai Thani | 56 = Chachoengsao | 57 = Chanthaburi | 58 = Chon Buri | 59 = Prachin Buri | 60 = Rayong | 61 = Sa Kaeo | 62 = Trat | 63 = Chumphon | 64 = Krabi | 65 = Nakhon Si Thammarat | 66 = Narathiwat | 67 = Pattani | 68 = Phang Nga | 69 = Phatthalung | 70 = Phuket | 71 = Ranong | 72 = Satun | 73 = Songkhla | 74 = Surat Thani | 75 = Trang | 76 = Yala | 77 = Bueng Kan | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
191,REGION_TJK,Region Tajikistan,wave-specific,numeric,1001,145909,1.0,4.0,,1 = Sogdiyskaya oblast | 2 = Khatlon | 3 = Dushanbe | 4 = RRP | 5 = GBAO | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
192,REGION_TOG,Region Togo,wave-specific,numeric,1000,145910,1.0,36.0,,1 = Blitta | 2 = Sotouboua | 3 = Tchamba | 4 = Tchaoudjo | 5 = Assoli | 6 = Bassar | 7 = Bimah | 8 = Dankpen | 9 = Doufelgou | 10 = Keran | 11 = Kozah | 12 = Ave | 13 = Bas-Mono | 14 = Golfe | 15 = Lacs | 16 = Lome | 17 = Vo | 18 = Yoto | 19 = Zio | 20 = Agou | 21 = Akebou | 22 = Amou | 23 = Anie | 24 = Danyi | 25 = Est-Mono | 26 = Haho | 27 = Kloto | 28 = Kpele | 29 = Moyen-Mono | 30 = Ogou | 31 = Wawa | 32 = Cinkasse | 33 = Kpendjal | 34 = Oti | 35 = Tandjouare | 36 = Tone | 37 = Kpenjdal-Ouest | 38 = Oti-Sud | 39 = Mo | 40 = Agoe-Nyive | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
193,REGION_TUN,Region Tunisia,wave-specific,numeric,1000,145910,1.0,24.0,,1 = Tunis | 2 = Bizerte | 3 = Sousse | 4 = Nabeul | 5 = Korouane | 6 = Jandouba | 7 = Sfax | 8 = Medenine | 9 = Monastir | 10 = Mahdiya | 11 = Ben Arous | 12 = Baja | 13 = Ariana | 14 = Manouba | 15 = Gabes | 16 = Gafsa | 17 = Sidi Bouzid | 18 = Kef | 19 = Kasserine | 20 = Tozeur | 21 = Zaghouan | 22 = Siliana | 23 = Kebili | 24 = Tataouine,As supplied in the source file for this wave.
194,REGION_TUR,Region Turkey,wave-specific,numeric,1000,145910,1.0,26.0,,1 = TR10-Istanbul | 2 = TR21-Tekirdag | 3 = TR22-Balikesir | 4 = TR31-Izmir | 5 = TR32-Aydin | 6 = TR33-Manisa | 7 = TR41-Bursa | 8 = TR42-Kocaeli | 9 = TR51-Ankara | 10 = TR52-Konya | 11 = TR61-Antalya | 12 = TR62-Adana | 13 = TR63-Hatay | 14 = TR71-Kirikkale | 15 = TR72-Kayseri | 16 = TR81-Zonguldak | 17 = TR82-Kastamonu | 18 = TR83-Samsun | 19 = TR90-Trabzon | 20 = TRA1-Erzurum | 21 = TRA2-Agri | 22 = TRB1-Malatya | 23 = TRB2-Van | 24 = TRC1-Gaziantep | 25 = TRC2-Sanliurfa | 26 = TRC3-Mardin | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
195,REGION_TWN,Region Taiwan,wave-specific,numeric,1000,145910,1.0,25.0,,1 = Chiayi County | 2 = Chiayi Municipality | 3 = Changhua County | 4 = Hsinchu County | 5 = Hsinchu Municipality | 6 = Hualien County | 8 = Kaohsiung Municipality | 9 = Keelung Municipality | 10 = Kinmen County | 11 = Lienchiang County | 12 = Miaoli County | 13 = Nantou County | 14 = Penghu County | 15 = Pingtun County | 17 = Taichung Municipality | 19 = Tainan Municipality | 20 = New Taipei Municipality | 21 = Taipei Municipality | 22 = Taitung County | 23 = Taoyuan County/City | 24 = Yilan County | 25 = Yunlin County | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
196,REGION_URY,Region Uruguay,wave-specific,numeric,1000,145910,1.0,19.0,,1 = Montevideo | 2 = Artigas | 3 = Canelones | 4 = Cerro Largo | 5 = Colonia | 6 = Durazno | 7 = Flores | 8 = Florida | 9 = Lavalleja | 10 = Maldonado | 11 = Paysandú | 12 = Rio Negro | 13 = Rivera | 14 = Rocha | 15 = Salto | 16 = San José | 17 = Soriano | 18 = Tacuarembó | 19 = Treinta y Tres | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
197,REGION_USA,Region USA,wave-specific,numeric,1003,145907,1.0,99.0,,1 = Alabama | 2 = Alaska | 4 = Arizona | 5 = Arkansas | 6 = California | 8 = Colorado | 9 = Connecticut | 10 = Delaware | 11 = District of Columbia | 12 = Florida | 13 = Georgia | 15 = Hawaii | 16 = Idaho | 17 = Illinois | 18 = Indiana | 19 = Iowa | 20 = Kansas | 21 = Kentucky | 22 = Louisiana | 23 = Maine | 24 = Maryland | 25 = Massachusetts | 26 = Michigan | 27 = Minnesota | 28 = Mississippi | 29 = Missouri | 30 = Montana | 31 = Nebraska | 32 = Nevada | 33 = New Hampshire | 34 = New Jersey | 35 = New Mexico | 36 = New York | 37 = North Carolina | 38 = North Dakota | 39 = Ohio | 40 = Oklahoma | 41 = Oregon | 42 = Pennsylvania | 44 = Rhode Island | 45 = South Carolina | 46 = South Dakota | 47 = Tennessee | 48 = Texas | 49 = Utah | 50 = Vermont | 51 = Virginia | 53 = Washington | 54 = West Virginia | 55 = Wisconsin | 56 = Wyoming | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
198,REGION_UZB,Region Uzbekistan,wave-specific,numeric,1000,145910,2.0,14.0,,1 = Karakalpakistan Republic | 2 = Andijan province | 3 = Buhara province | 4 = Djizak province | 5 = Kashkadarya province | 6 = Navoyi province | 7 = Namangan province | 8 = Samarkand province | 9 = Surhandarya province | 10 = Syrdarya province | 11 = Tashkent province | 12 = Fergana province | 13 = Horezm province | 14 = Tashkent capital city,As supplied in the source file for this wave.
199,REGION_VEN,Region Venezuela,wave-specific,numeric,1000,145910,1.0,24.0,,1 = Dto Capital | 2 = Amazonas | 3 = Anzoategui | 4 = Aragua | 5 = Barinas | 6 = Bolivar | 7 = Carabobo | 8 = Cojedes | 9 = Falcon | 10 = Guarico | 11 = Lara | 12 = Mérida | 13 = Miranda | 14 = Monagas | 15 = Portuguesa | 16 = Sucre | 17 = Tachira | 18 = Trujillo | 19 = Vargas | 20 = Yaracuy | 21 = Zulia | 22 = Apure | 23 = Nueva Esparta | 24 = Delta Amacuro | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
200,REGION_VNM,Region Vietnam,wave-specific,numeric,1000,145910,1.0,64.0,,1 = An Giang | 2 = Bac Giang | 3 = Bac Kan | 4 = Bac Lieu | 5 = Bac Ninh | 6 = Ba Ria-Vung Tau | 7 = Ben Tre | 8 = Binh Dinh | 9 = Binh Duong | 10 = Binh Phuoc | 11 = Binh Thuan | 12 = Ca Mau | 13 = Cao Bang | 14 = Dac Lak | 15 = Dac Nong | 16 = Dien Bien | 17 = Dong Nai | 18 = Dong Thap | 19 = Gia Lai | 20 = Ha Giang | 21 = Ha Nam | 22 = Ha Tay | 23 = Ha Tinh | 24 = Hai Duong | 25 = Hau Giang | 26 = Hoa Binh | 27 = Hung Yen | 28 = Khanh Hoa | 29 = Kien Giang | 30 = Kon Tum | 31 = Lai Chau | 32 = Lam Dong | 33 = Lang Son | 34 = Lao Cai | 35 = Long An | 36 = Nam Dinh | 37 = Nghe An | 38 = Ninh Binh | 39 = Ninh Thuan | 40 = Phu Tho | 41 = Phu Yen | 42 = Quang Binh | 43 = Quang Nam | 44 = Quang Ngai | 45 = Quang Ninh | 46 = Quang Tri | 47 = Soc Trang | 48 = Son La | 49 = Tay Ninh | 50 = Thai Binh | 51 = Thai Nguyen | 52 = Thanh Hoa | 53 = Thua Thien-Hue | 54 = Tien Giang | 55 = Tra Vinh | 56 = Tuyen Quang | 57 = Vinh Long | 58 = Vinh Phuc | 59 = Yen Bai | 60 = Can Tho | 61 = Da Nang | 62 = Hai Phong | 63 = Hanoi | 64 = Ho Chi Minh | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
201,REGION_YEM,Region Yemen,wave-specific,numeric,1000,145910,1.0,21.0,,1 = Sana a City | 2 = Aden | 3 = Dhamar | 4 = Saadah | 5 = Taiz | 6 = Abyan | 7 = Ibb | 8 = al-Hudaydah | 9 = Hadramawt | 10 = Mareb | 11 = Shabwah | 12 = Sanaa | 13 = al-Mahweet | 14 = Hajjah | 15 = al Dhale | 16 = Lahj | 17 = al-Bayda | 18 = al-Mahrah | 19 = Raymah | 20 = al-Jawf | 21 = Amran | 22 = Socotra (Island),As supplied in the source file for this wave.
202,REGION_ZAF,Region South Africa,wave-specific,numeric,1000,145910,1.0,9.0,,1 = Eastern Cape | 2 = Free State | 3 = Gauteng | 4 = KwaZulu Natal | 5 = Limpopo | 6 = Mpumalanga | 7 = North West | 8 = Northern Cape | 9 = Western Cape | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
203,REGION_ZWE,Region Zimbabwe,wave-specific,numeric,1000,145910,1.0,10.0,,1 = Bulawayo | 2 = Harare | 3 = Manicaland | 4 = Mashonaland Central | 5 = Mashonaland East | 6 = Mashonaland West | 7 = Masvingo | 8 = Matabeleland North | 9 = Matabeleland South | 10 = Midlands | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
204,REGION1_KAZ,Region 1 Kazakhstan,wave-specific,numeric,1000,145910,1.0,17.0,,1 = Almaty | 2 = Astana | 3 = Kostanai oblast | 4 = North-Kazakhstan oblast | 5 = Pavlodar oblast | 6 = Akmola oblast | 7 = Karaganda oblast | 8 = East-Kazakhstan oblast | 9 = Almaty oblast | 10 = Zhambyl oblast | 11 = Kyzylorda oblast | 12 = Turkestan oblast | 13 = Aktobe oblast | 14 = Atyrau oblast | 15 = West-Kazakhstan oblast | 16 = Mangystau oblast | 17 = Shymkent | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
